event_id,p_spot,p_track,p_worm,x_coord,y_coord,width,length,azwidth
239043906,9.31E-05,0.981823862,0.017850634,1004,1381,0.34413686,5.333268979,27.45539862
239044640,4.59E-05,0.94872117,0.051216371,1935,422,0.745323089,9.387284603,88.03472965
239046976,0.000153505,0.980914593,0.018904261,373,1703,0.55488381,2.269821986,3.781185514
239061319,3.32E-05,0.971345782,0.028615519,1547,231,1.213681648,15.19953747,231.0259265
239063575,7.47E-05,0.966360569,0.032371309,770,1352,0.327885956,4.990453664,21.7037742
239066089,0.034713011,0.844877779,0.119158573,1479,1019,0.512712637,2.45287672,5.974164539
239068263,6.03E-07,0.998572469,0.001426228,881,1328,0.553675048,22.80598112,517.7559379
239069135,1.95E-08,0.998890817,0.001108982,147,253,0.597038001,5.83342004,34.01336718
239069820,2.20E-05,0.9510023,0.048963394,1938,1135,0.739706833,4.412360194,17.87910044
239067452,1.21E-05,0.99133718,0.008645738,2135,1079,0.580026081,3.171894322,9.843354888
239067728,8.95E-07,0.99546802,0.004529331,885,71,0.56565908,4.94690289,24.32559522
239069663,5.32E-05,0.860325992,0.139451057,1848,152,0.637972255,6.603319893,43.4224383
239071295,0.000666978,0.845037878,0.15393433,129,791,0.450822092,4.023022643,15.88362983
239086573,5.12E-05,0.951613903,0.048281871,409,1153,1.212038984,14.9287907,222.5423425
239095263,2.62E-05,0.986684263,0.01327963,95,1092,0.435592879,3.426730119,11.74230106
239122312,5.80E-06,0.988785267,0.011179449,1857,1217,0.916612293,15.28911992,233.1141387
239174324,1.33E-09,0.999411941,0.000588104,1855,663,0.643229634,3.970018532,15.65814475
239174493,4.13E-06,0.995112121,0.004879531,1570,181,4.073459568,65.23720814,4175.226008
239174561,2.03E-06,0.902669609,0.097323291,1978,1171,0.694035276,4.378553403,19.14891512
239174707,6.43E-06,0.983505666,0.0164837,925,937,0.563222082,7.240178611,52.41573526
239174867,1.23E-06,0.995520234,0.004478337,939,180,0.583853556,5.281676646,27.74973166
239175201,6.86E-06,0.995097339,0.004895058,1633,230,0.517028387,2.967956647,7.520133747
239209625,0.000266736,0.961570561,0.038091779,55,983,0.746153229,10.30174413,105.9290322
239230151,1.69E-07,0.994152367,0.005847169,647,1365,0.657980333,3.43120519,10.65114635
239236309,9.01E-06,0.967937469,0.032045905,2292,781,0.529107193,4.046314456,16.37232645
239237918,4.60E-06,0.991157055,0.0088365,2363,784,0.677464479,3.61412618,13.04821117
239254978,2.05E-05,0.992682874,0.007287961,153,96,0.492446722,4.591159861,20.82220931
239255743,2.88E-05,0.956669509,0.042938761,1651,1868,1.391020199,25.3071512,640.0768125
239262003,8.56E-05,0.987703025,0.012196899,2088,1276,0.494863217,42.06293861,1769.200649
239279359,3.23E-08,0.999934196,6.58E-05,1892,103,0.519269867,5.794462732,33.57133941
239298274,1.89E-08,0.998698711,0.001300969,1536,1732,1.264769012,31.37384777,982.6994616
239305274,2.01E-05,0.981006503,0.018872652,1465,97,0.710409733,3.180469249,3.261411126
239310819,4.15E-07,0.995452702,0.004546342,111,1856,0.539219785,3.156964049,9.965279108
239316321,0.00514583,0.909100235,0.08512941,2407,71,0.591233475,2.570379069,6.442096683
239323401,0.007692914,0.878302991,0.113691695,1740,1671,0.604368075,2.832346905,7.733579753
239329801,0.022738567,0.864558041,0.112233952,310,337,0.632265009,2.02988379,4.118856168
239330040,0.020680476,0.883050323,0.095550142,1739,426,0.51653308,2.265783093,4.901976939
239330752,0.005645904,0.939031124,0.055044487,1895,527,0.541468114,1.607611928,2.5389092
239350350,6.88E-07,0.975805879,0.024189489,3088,94,0.692923319,5.111576085,26.07236998
239421226,0.000119585,0.805697739,0.194155425,3197,2392,0.710279669,5.441400291,29.24969911
239422877,0.001057024,0.979912877,0.018956147,285,1434,0.385647042,2.47189444,5.976690221
239426139,4.99E-05,0.987318099,0.012580995,230,1673,0.377469829,10.00410579,100.0765327
239432148,0.000129463,0.924376249,0.075316384,2148,602,0.591856334,4.304321491,18.52709877
239476332,0.000119689,0.962747097,0.037093535,36,653,0.711772993,11.03598918,1.737190631
239476656,3.19E-06,0.984915853,0.015079252,1570,645,5.555645122,16.64558112,237.5768984
239476962,1.94E-05,0.986051917,0.013914653,403,1190,0.535714352,4.774496438,22.69669858
239477405,2.21E-05,0.932446659,0.067522943,1660,677,0.712409015,3.602078394,12.9073215
239477491,1.07E-05,0.987029076,0.012948362,1248,434,0.632546151,12.08628305,146.0693308
239478044,8.80E-05,0.982524097,0.0173699,184,476,0.340411776,2.816283495,7.76174208
239475447,5.18E-05,0.899530649,0.100360133,618,1820,0.525128358,11.01022351,121.2232415
239475783,0.000112909,0.98307538,0.014147107,1888,432,0.448378343,4.381687162,19.00902457
239488367,0.001535058,0.872248471,0.018355902,2188,1299,0.365248456,105.5974228,11150.66745
239488494,7.57E-05,0.928979397,0.067928515,1537,888,6.317697701,202.3957405,40793.44492
239488498,8.22E-05,0.975275278,0.024610698,1639,332,0.45792483,2.971129384,7.151634147
239488978,0.000238793,0.872154713,0.127518162,55,468,0.525221741,3.558589734,12.60988288
239492215,5.12E-05,0.922867179,0.076909192,1585,596,0.220913512,5.041988643,25.42104281
239520707,0.000185681,0.956594646,0.042413548,1880,1166,0.566918587,22.92251325,522.8025232
239519393,7.81E-06,0.979207695,0.020780453,2114,1247,0.697118838,3.584557558,5.075594659
239522872,0.007659019,0.953015804,0.035052162,560,135,0.65060649,9.970663612,99.26083891
239523089,0.001599136,0.915899873,0.081864364,1056,850,0.479200205,2.496376361,6.20541677
239538450,1.78E-05,0.990213931,0.009729247,1329,1691,0.522747789,16.34881661,267.2705254
239558340,8.11E-05,0.991788566,0.008121043,383,1020,0.586737445,10.09240595,101.7676258
239559164,2.65E-05,0.872629642,0.127327338,1323,1398,0.717420065,4.573649684,20.7650315
239559609,1.37E-07,0.999224663,0.000774773,1024,987,0.393044961,5.811571658,33.75161893
239559728,0.000241822,0.94068265,0.058752745,1981,963,0.430431358,3.084466799,9.509586569
239560833,5.33E-05,0.934924245,0.064434022,271,1066,4.809551647,398.2541756,158584.3508
239561077,2.52E-07,0.999206603,0.000792628,1436,1202,0.390201536,4.406379546,19.41617499
239561259,6.21E-05,0.874729693,0.125172779,600,1815,1.133889051,8.113748602,65.63677326
239561424,0.000821214,0.893091083,0.105373017,2348,68,0.411848788,2.684487551,5.588273834
239561899,1.90E-06,0.99631989,0.0036735,1880,1176,0.536665934,5.223895493,27.07729079
239562707,8.06E-07,0.999018908,0.000980113,2143,1607,0.578063016,7.511416151,56.40243309
239566591,8.35E-05,0.888204396,0.11163272,2358,976,0.499218514,7.586474323,57.26462903
239576456,0.001321867,0.835474193,0.162934035,2141,1261,1.238546403,16.07524896,254.7570254
239580097,0.000150532,0.936692536,0.06309545,1961,1886,0.366109702,3.451082166,11.88840137
239584811,6.24E-06,0.993682384,0.006310837,423,567,0.769816799,11.83554384,140.0787444
239589376,1.34E-06,0.966357708,0.03363876,744,1590,0.923292671,300.7995719,90480.13853
239814654,5.17E-05,0.984296978,0.015630208,1914,751,0.722900903,10.20304549,104.0295396
239819845,1.24E-05,0.994243443,0.005715969,1392,449,0.54598589,7.226612564,52.21010908
239822962,0.000907157,0.859344244,0.107818246,1168,410,2.802164361,53.37397321,2777.967394
